platform,country_code,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,engagement_total,like_rate,dislike_rate,engagement_per_1k,country_name,publish_month,publish_month_name,publish_day,publish_year
Tiktok,ZA,Africa,en,Pets,#FYP,5-Minute Koshari,PrimeWorks,trending,Cute whistle,19,48,50810,1857,164,207,400,iOS,15,Food,55,Evergreen,923.82,35,0.003228,0.004074,0.007872,51.583333,Sunday,Afternoon,Regular,"food, fast, kitchen, street food, recipe",98366.2,Mid,Fall,2025-05-11,2025-05,5-Minute Sushi 🧠,16,1,24.4,0.508,Samsung,ForYou,1,2628,0.036548,0.000689,51.722,South Africa,5,May,11,2025
Tiktok,DE,Europe,de,Automotive,#Wanderlust,24 Hours in Cairo,MissLiam,trending,Turbo whoosh,19,14,10927,593,78,48,40,iOS,6,Travel,6,Short,1821.17,21,0.007138,0.004393,0.003661,26.954545,Sunday,Morning,SummerBreak,"food tour, vlog, travel, hidden gems",95343.0,Mid,Summer,2025-05-11,2025-05,24 Hours in London,18,0,9.7,0.693,iPhone,ForYou,1,759,0.054269,0.001922,69.461,Germany,5,May,11,2025
Tiktok,GB,Europe,en,News,#Travel,Street Food Tour in Istanbul,James,licensed,Neutral piano,19,25,71797,4781,517,539,307,Android,19,Travel,9,Medium,7977.44,134,0.007201,0.007507,0.004276,35.414815,Sunday,Evening,Regular,"food tour, vlog, guide, travel",92280.2,Mid,Winter,2025-05-11,2025-05,24 Hours in London 🎮,20,1,17.6,0.704,Xiaomi,Search,1,6144,0.066591,0.001866,85.575,United Kingdom,5,May,11,2025
Tiktok,EG,Africa,ar,Finance,#Recipe,5-Minute Croissant,TravelByAmr,original,Ticker tick,19,37,53767,3633,525,425,241,iOS,22,Food,8,Medium,6720.88,81,0.009764,0.007904,0.004482,44.304878,Friday,Evening,Ramadan,"fast, recipe, kitchen, street food, food",86035.1,Mid,Spring,2025-05-09,2025-05,I tried making Tacos 🏖️,23,1,25.4,0.686,Oppo,Following,1,4824,0.067569,0.001507,89.72,Egypt,5,May,9,2025
Tiktok,ES,Europe,es,Education,#Travel,24 Hours in New York,TechieLiam,licensed,Calm piano,19,31,72437,8397,846,588,1166,Android,20,Travel,10,Medium,7243.7,230,0.011679,0.008117,0.016097,36.350649,Friday,Evening,HolidaySeason,"food tour, hidden gems, travel, guide",91362.1,Mid,Winter,2025-05-09,2025-05,Street Food Tour — New York 🎯,29,1,25.6,0.826,iPhone,ForYou,1,10997,0.115921,0.003175,151.815,Spain,5,May,9,2025
Tiktok,JP,Asia,ja,Fashion,#Travel,Street Food Tour in Seoul,SofiaOfficial,trending,Runway loop,19,12,24182,3035,192,252,222,Android,16,Travel,3,Short,8060.67,112,0.00794,0.010421,0.00918,26.858407,Friday,Afternoon,Regular,"vlog, food tour, guide, hidden gems, travel",75220.9,Mid,Fall,2025-05-09,2025-05,24 Hours in Dubai,17,0,9.8,0.817,Pixel,ForYou,1,3701,0.125507,0.004632,153.048,Japan,5,May,9,2025
Tiktok,AE,Asia,ar,Comedy,#HiddenGems,Street Food Tour in Tokyo,PrimeWorks,licensed,Whistle loop,19,36,131437,6305,853,621,409,Web,23,Travel,19,Medium,6917.74,231,0.00649,0.004725,0.003112,27.176724,Wednesday,Night,Regular,"food tour, guide, vlog, travel, hidden gems",98366.2,Mid,Fall,2025-05-07,2025-05,24 Hours in New York ✨,22,1,26.2,0.728,Desktop,ForYou,0,8188,0.04797,0.001757,62.296,United Arab Emirates,5,May,7,2025
Tiktok,JP,Asia,ja,Science,#Foodie,Is Croissant worth the hype?,NextVision,trending,Cosmic pad,19,18,37181,3321,405,238,208,Android,16,Food,5,Short,7436.2,130,0.010893,0.006401,0.005594,25.351145,Tuesday,Afternoon,SummerBreak,"food, recipe, street food",96474.3,Mid,Summer,2025-05-06,2025-05,I tried making Koshari,22,0,10.2,0.567,Pixel,Search,0,4172,0.08932,0.003496,112.208,Japan,5,May,6,2025
Tiktok,NG,Africa,en,Art,#Foodie,5-Minute Kunafa,AliYT,licensed,Paint stroke ASMR,19,38,34994,1986,150,255,265,Web,8,Food,3,Short,11664.67,94,0.004286,0.007287,0.007573,20.905263,Monday,Morning,Regular,"street food, kitchen, recipe, fast, food",108133.7,Mid,Spring,2025-05-05,2025-05,5-Minute Koshari,16,0,30.6,0.805,Desktop,Search,0,2656,0.056753,0.002686,75.899,Nigeria,5,May,5,2025
Tiktok,DE,Europe,de,News,#HiddenGems,Hidden Gems of Dubai,UrbanWorks,licensed,Ambient pulse,19,18,61104,2488,329,194,505,iOS,22,Travel,8,Medium,7638.0,50,0.005384,0.003175,0.008265,48.784314,Tuesday,Evening,SummerBreak,"travel, vlog, food tour",98301.3,Mid,Summer,2025-05-06,2025-05,24 Hours in Seoul 🍔,19,1,11.7,0.65,iPhone,ForYou,0,3516,0.040717,0.000818,57.541,Germany,5,May,6,2025
Tiktok,PH,Asia,tl,Sports,#Wanderlust,Street Food Tour in Paris,MusicByOmar,trending,Stadium chant,19,12,282265,15923,2038,1350,1016,Android,15,Travel,18,Medium,15681.39,719,0.00722,0.004783,0.003599,22.115278,Sunday,Afternoon,SummerBreak,"hidden gems, food tour, travel, guide, vlog",109586.0,Mid,Summer,2025-05-11,2025-05,Hidden Gems of London ✨,23,1,9.1,0.758,Vivo,ForYou,1,20327,0.056412,0.002547,72.014,Philippines,5,May,11,2025
Tiktok,PH,Asia,tl,Art,#StreetFood,5-Minute Tacos,Ava,original,Indie brush,19,37,206247,16769,1489,1483,1039,iOS,14,Food,5,Short,41249.4,516,0.007219,0.00719,0.005038,32.435203,Tuesday,Afternoon,HolidaySeason,"kitchen, food, street food, fast",102956.3,Mid,Winter,2025-05-06,2025-05,I tried making Tacos,20,0,31.0,0.838,iPhone,ForYou,0,20780,0.081305,0.002502,100.753,Philippines,5,May,6,2025
Tiktok,MX,North America,es,DIY,#HiddenGems,Hidden Gems of Seoul,NoorPro,original,Tape measure click,19,46,148153,8878,776,1258,1692,Android,0,Travel,10,Medium,14815.3,227,0.005238,0.008491,0.011421,38.938596,Tuesday,Night,HolidaySeason,"guide, food tour, vlog, travel, hidden gems",105769.8,Mid,Winter,2025-05-06,2025-05,24 Hours in Paris 💪,19,1,30.7,0.667,Samsung,ForYou,0,12604,0.059925,0.001532,85.074,Mexico,5,May,6,2025
Tiktok,NL,Europe,nl,Automotive,#Recipe,5-Minute Kunafa,Ayaka,original,Turbo whoosh,19,20,31163,1712,131,120,434,iOS,13,Food,16,Medium,1947.69,33,0.004204,0.003851,0.013927,50.352941,Sunday,Afternoon,Regular,"food, fast, recipe",95540.6,Mid,Fall,2025-05-11,2025-05,5-Minute Croissant,18,0,12.3,0.615,Samsung,Search,1,2397,0.054937,0.001059,76.918,Netherlands,5,May,11,2025
Tiktok,AR,South America,es,Pets,#Recipe,5-Minute Ramen,GuruYoussef,trending,Cute whistle,19,66,93223,3490,493,391,499,Android,23,Food,3,Short,31074.33,55,0.005288,0.004194,0.005353,62.321429,Wednesday,Night,HolidaySeason,"kitchen, fast, food, recipe, street food",111310.2,Mid,Winter,2025-05-07,2025-05,I tried making Croissant ✨,26,1,37.3,0.565,Vivo,ForYou,0,4873,0.037437,0.00059,52.273,Argentina,5,May,7,2025
Youtube,SE,Europe,sv,Education,#Travel,24 Hours in Cairo,MissJiwoo,licensed,Chalkboard beat,19,49,33405,1558,128,132,318,Android,21,Travel,3,Short,11135.0,232,0.003832,0.003952,0.00952,6.686695,Sunday,Evening,SummerBreak,"hidden gems, travel, food tour",92277.3,Mid,Summer,2025-05-11,2025-05,Street Food Tour — Seoul,24,0,22.4,0.457,iPhone,Home,1,2136,0.04664,0.006945,63.943,Sweden,5,May,11,2025
Youtube,CO,South America,es,Food,#FYP,Hidden Gems of Dubai,GamingWithAmr,licensed,Street vibe,19,31,44575,1854,261,208,277,Android,4,Travel,20,Medium,2228.75,141,0.005855,0.004666,0.006214,13.056338,Friday,Night,Regular,"food tour, guide, travel",62987.8,Mid,Winter,2025-05-09,2025-05,24 Hours in Paris,17,0,21.6,0.697,Samsung,Suggested,1,2600,0.041593,0.003163,58.329,Colombia,5,May,9,2025
Youtube,PH,Asia,tl,Fashion,#FYP,Is Ramen worth the hype?,LifeOfAva,trending,Runway loop,19,55,123880,6552,685,558,410,Android,19,Food,24,Evergreen,5161.67,552,0.00553,0.004504,0.00331,11.848101,Tuesday,Evening,Regular,"street food, fast, recipe",124734.7,Mid,Fall,2025-05-06,2025-05,Street Koshari Taste Test,25,0,30.4,0.553,Samsung,Suggested,0,8205,0.05289,0.004456,66.233,Philippines,5,May,6,2025
Youtube,JP,Asia,ja,Automotive,#StreetFood,5-Minute Koshari,VividVision,licensed,Highway synth,19,33,60563,3794,557,512,333,Android,15,Food,3,Short,20187.67,323,0.009197,0.008454,0.005498,11.709877,Sunday,Afternoon,Regular,"kitchen, food, fast",93727.3,Mid,Fall,2025-05-11,2025-05,Street Croissant Taste Test,27,0,18.8,0.57,Other,Home,1,5196,0.062646,0.005333,85.795,Japan,5,May,11,2025
Youtube,MA,Africa,ar,Finance,#Wanderlust,Hidden Gems of Seoul,MrEmily,original,Subtle groove,19,46,4297,137,14,16,8,Android,20,Travel,4,Short,1074.25,13,0.003258,0.003724,0.001862,9.785714,Monday,Evening,SummerBreak,"travel, hidden gems, food tour, vlog",92793.9,Mid,Summer,2025-05-05,2025-05,Street Food Tour — Tokyo,24,0,28.3,0.615,Huawei,Search,0,175,0.031883,0.003025,40.726,Morocco,5,May,5,2025
Youtube,SE,Europe,sv,Art,#Travel,Street Food Tour in Dubai,NextStudio,licensed,Gallery pad,19,62,75718,3779,510,487,251,Android,22,Travel,46,Evergreen,1646.04,109,0.006736,0.006432,0.003315,34.354545,Sunday,Evening,Regular,"food tour, hidden gems, guide",99200.2,Mid,Winter,2025-05-11,2025-05,24 Hours in Cairo,17,0,46.0,0.742,iPhone,Suggested,1,5027,0.049909,0.00144,66.391,Sweden,5,May,11,2025
Youtube,GB,Europe,en,Tech,#Foodie,I tried making Ramen,OfficialYoussef,trending,Circuit synth,19,42,46026,829,104,72,170,iOS,16,Food,5,Short,9205.2,54,0.00226,0.001564,0.003694,15.072727,Saturday,Afternoon,Regular,"street food, fast, kitchen, food, recipe",85148.5,Mid,Fall,2025-05-10,2025-05,5-Minute Croissant,18,0,31.1,0.74,Huawei,Suggested,1,1175,0.018012,0.001173,25.529,United Kingdom,5,May,10,2025
Youtube,SA,Asia,ar,Food,#Travel,Street Food Tour in London,NoorOfficial,trending,Sizzle ASMR,19,24,96466,2741,204,317,333,Android,17,Travel,7,Short,13780.86,114,0.002115,0.003286,0.003452,23.834783,Sunday,Evening,HolidaySeason,"travel, vlog, food tour, hidden gems, guide",104730.1,Mid,Winter,2025-05-11,2025-05,24 Hours in Paris ✨,19,1,14.4,0.6,Huawei,Search,1,3595,0.028414,0.001182,37.267,Saudi Arabia,5,May,11,2025
Youtube,IT,Europe,it,Art,#Recipe,I tried making Koshari,HassanYT,licensed,Indie brush,19,39,39080,1235,172,162,145,iOS,12,Food,7,Short,5582.86,120,0.004401,0.004145,0.00371,10.206612,Friday,Afternoon,SummerBreak,"kitchen, food, street food",88981.6,Mid,Summer,2025-05-09,2025-05,5-Minute Sushi,14,0,29.1,0.746,Samsung,Home,1,1714,0.031602,0.003071,43.859,Italy,5,May,9,2025
Youtube,KR,Asia,ko,DIY,#Recipe,5-Minute Ramen,EmilyPro,trending,Tape measure click,19,42,20481,809,80,60,91,Android,16,Food,6,Short,3413.5,116,0.003906,0.00293,0.004443,6.91453,Friday,Afternoon,SummerBreak,"fast, food, kitchen, street food, recipe",93745.1,Mid,Summer,2025-05-09,2025-05,5-Minute Tacos,14,0,18.7,0.445,Pixel,Home,1,1040,0.0395,0.005664,50.779,"Korea, Republic of",5,May,9,2025
Youtube,DE,Europe,de,Science,#FYP,Street Food Tour in Cairo,EmilyOfficial,licensed,Lab beeps,19,65,88326,3011,378,351,196,Android,16,Travel,17,Medium,5195.65,119,0.00428,0.003974,0.002219,25.091667,Saturday,Afternoon,Regular,"hidden gems, guide, travel, food tour, vlog",104979.8,Mid,Winter,2025-05-10,2025-05,24 Hours in London,18,0,32.9,0.506,iPhone,Home,1,3936,0.03409,0.001347,44.562,Germany,5,May,10,2025
Youtube,FR,Europe,fr,Travel,#Recipe,5-Minute Kunafa,LucasChannel,trending,Waves & bells,19,40,115519,2833,314,277,221,Android,10,Food,28,Evergreen,4125.68,130,0.002718,0.002398,0.001913,21.625954,Friday,Morning,SummerBreak,"recipe, street food, kitchen, fast, food",95029.2,Mid,Summer,2025-05-09,2025-05,I tried making Ramen,20,0,19.8,0.495,Samsung,Home,1,3645,0.024524,0.001125,31.553,France,5,May,9,2025
Tiktok,NG,Africa,en,Education,#StreetFood,Is Croissant worth the hype?,LucasOfficial,licensed,Soft focus,19,21,79850,7759,536,584,1071,Android,21,Food,6,Short,13308.33,192,0.006713,0.007314,0.013413,40.202073,Friday,Evening,Regular,"kitchen, food, street food, fast, recipe",87549.4,Mid,Fall,2025-05-09,2025-05,5-Minute Kunafa 🎮,17,1,14.7,0.7,iPhone,Following,1,9950,0.09717,0.002405,124.609,Nigeria,5,May,9,2025
Tiktok,AR,South America,es,News,#HiddenGems,24 Hours in Cairo,NoahVlogs,trending,Neutral piano,19,35,179931,12417,2014,1111,1868,iOS,11,Travel,43,Evergreen,4184.44,92,0.011193,0.006175,0.010382,133.516129,Thursday,Morning,Regular,"food tour, guide, hidden gems, travel",112535.6,Mid,Spring,2025-05-08,2025-05,24 Hours in Cairo,17,0,19.3,0.551,Oppo,Following,0,17410,0.06901,0.000511,96.759,Argentina,5,May,8,2025
Tiktok,JP,Asia,ja,DIY,#HiddenGems,Street Food Tour in Cairo,StreetMedia,trending,Tape measure click,19,48,64007,3863,304,290,878,Android,11,Travel,5,Short,12801.4,177,0.004749,0.004531,0.013717,21.702247,Friday,Morning,Regular,"food tour, hidden gems, guide",90954.4,Mid,Spring,2025-05-09,2025-05,24 Hours in Istanbul,20,0,36.7,0.765,Pixel,Search,1,5335,0.060353,0.002765,83.35,Japan,5,May,9,2025
Tiktok,AR,South America,es,DIY,#Foodie,5-Minute Croissant,DailyVlogsLeila,original,Toolbox clack,19,17,28118,1764,231,174,225,Web,17,Food,13,Medium,2162.92,23,0.008215,0.006188,0.008002,73.5,Friday,Evening,Regular,"recipe, fast, food",75691.4,Mid,Winter,2025-05-09,2025-05,I tried making Kunafa,21,0,12.5,0.735,Desktop,ForYou,1,2394,0.062736,0.000818,85.141,Argentina,5,May,9,2025
Tiktok,GB,Europe,en,Lifestyle,#Recipe,I tried making Ramen,DanceWithAhmed,original,Chill guitar,19,26,167996,7500,556,723,1244,Android,22,Food,5,Short,33599.2,206,0.00331,0.004304,0.007405,36.231884,Saturday,Evening,SummerBreak,"fast, food, street food, recipe",96805.5,Mid,Summer,2025-05-10,2025-05,Street Croissant Taste Test 🔥,29,1,18.1,0.696,Xiaomi,Search,1,10023,0.044644,0.001226,59.662,United Kingdom,5,May,10,2025
Tiktok,PL,Europe,pl,Art,#Foodie,I tried making Ramen,NextMedia,original,Paint stroke ASMR,19,22,31782,2422,191,205,560,Android,15,Food,10,Medium,3178.2,83,0.00601,0.00645,0.01762,28.833333,Wednesday,Afternoon,Regular,"kitchen, recipe, food, street food",106288.7,Mid,Spring,2025-05-07,2025-05,Street Kunafa Taste Test,24,0,11.4,0.518,Samsung,ForYou,0,3378,0.076207,0.002612,106.287,Poland,5,May,7,2025
Tiktok,SA,Asia,ar,Gaming,#FYP,I tried making Tacos,MayaVlogs,original,Trap beat,19,45,285779,15671,2651,1469,2314,Android,20,Food,7,Short,40825.57,322,0.009276,0.00514,0.008097,48.517028,Friday,Evening,Ramadan,"fast, kitchen, food",132493.2,Mid,Spring,2025-05-09,2025-05,I tried making Koshari 🍔,24,1,35.3,0.784,Huawei,ForYou,1,22105,0.054836,0.001127,77.35,Saudi Arabia,5,May,9,2025
Tiktok,CO,South America,es,Lifestyle,#Travel,24 Hours in Dubai,FitnessWithSara,trending,Sunset pad,19,52,21287,1020,85,111,185,Android,22,Travel,5,Short,4257.4,46,0.003993,0.005214,0.008691,21.702128,Tuesday,Evening,SummerBreak,"food tour, travel, vlog, hidden gems",78488.3,Mid,Summer,2025-05-06,2025-05,Street Food Tour — Dubai 🍔,26,1,37.0,0.712,Oppo,ForYou,0,1401,0.047917,0.002161,65.815,Colombia,5,May,6,2025
Tiktok,ZA,Africa,en,Fitness,#HiddenGems,Hidden Gems of Istanbul,StreetHub,original,HIIT drums,19,55,16326,987,145,67,64,iOS,21,Travel,7,Short,2332.29,44,0.008882,0.004104,0.00392,21.933333,Friday,Evening,Regular,"travel, food tour, hidden gems, guide, vlog",100507.4,Mid,Spring,2025-05-09,2025-05,24 Hours in Tokyo 🎮,19,1,28.9,0.525,iPhone,Search,1,1263,0.060456,0.002695,77.361,South Africa,5,May,9,2025
Tiktok,ZA,Africa,en,Education,#Recipe,5-Minute Koshari,ProJames,licensed,Soft focus,19,39,120853,15073,995,1248,1564,Android,6,Food,33,Evergreen,3662.21,316,0.008233,0.010327,0.012941,47.548896,Wednesday,Morning,Regular,"street food, recipe, fast, food, kitchen",85917.1,Mid,Spring,2025-05-07,2025-05,5-Minute Kunafa,15,0,32.5,0.833,iPhone,ForYou,0,18880,0.124722,0.002615,156.223,South Africa,5,May,7,2025
Tiktok,IN,Asia,hi,Science,#Recipe,Is Sushi worth the hype?,Emily,trending,Lab beeps,19,17,22019,1535,126,122,297,Android,19,Food,3,Short,7339.67,21,0.005722,0.005541,0.013488,69.772727,Friday,Evening,Regular,"fast, street food, food, recipe",112761.3,Mid,Winter,2025-05-09,2025-05,I tried making Croissant ⚽,26,1,10.1,0.594,Other,ForYou,1,2080,0.069713,0.000954,94.464,India,5,May,9,2025
Tiktok,US,North America,en,Food,#Recipe,5-Minute Koshari,TechieLina,trending,Street vibe,19,24,50315,6108,525,529,571,iOS,15,Food,34,Evergreen,1479.85,225,0.010434,0.010514,0.011349,27.026549,Friday,Afternoon,HolidaySeason,"kitchen, recipe, food, fast, street food",98045.2,Mid,Winter,2025-05-09,2025-05,5-Minute Kunafa,15,0,16.8,0.7,Samsung,ForYou,1,7733,0.121395,0.004472,153.692,United States,5,May,9,2025
Youtube,KR,Asia,ko,Gaming,#Recipe,5-Minute Ramen,ChannelLiam,original,Boss fight theme,19,90,10158,549,67,57,35,iOS,22,Food,7,Short,1451.14,33,0.006596,0.005611,0.003446,16.147059,Friday,Evening,BackToSchool,"street food, recipe, kitchen",169079.9,Mid,Fall,2025-05-09,2025-05,Street Koshari Taste Test 🏖️,28,1,60.2,0.669,Samsung,Home,1,708,0.054046,0.003249,69.699,"Korea, Republic of",5,May,9,2025
Youtube,IT,Europe,it,Finance,#Foodie,I tried making Croissant,MusicByNoah,trending,Clean corporate bed,19,32,11620,474,44,52,30,iOS,14,Food,42,Evergreen,276.67,40,0.003787,0.004475,0.002582,11.560976,Wednesday,Afternoon,Regular,"fast, street food, food, kitchen",76801.3,Mid,Spring,2025-05-07,2025-05,Street Sushi Taste Test,23,0,16.7,0.522,iPhone,Home,0,600,0.040792,0.003442,51.635,Italy,5,May,7,2025
Youtube,BR,South America,pt,Gaming,#FYP,Street Food Tour in Cairo,HassanPro,licensed,Boss fight theme,19,83,928320,56638,7157,5471,3645,Android,23,Travel,18,Medium,51573.33,4346,0.00771,0.005893,0.003926,13.029216,Saturday,Night,Regular,"guide, hidden gems, travel, food tour",101280.2,Mid,Winter,2025-05-10,2025-05,24 Hours in Paris,17,0,35.5,0.428,Oppo,Suggested,1,72911,0.061011,0.004682,78.541,Brazil,5,May,10,2025
Youtube,BR,South America,pt,Automotive,#Travel,Street Food Tour in Tokyo,TravelByHassan,original,Turbo whoosh,19,61,10127,472,53,50,64,iOS,17,Travel,11,Medium,920.64,43,0.005234,0.004937,0.00632,10.727273,Sunday,Evening,SummerBreak,"food tour, hidden gems, vlog",109892.4,Mid,Summer,2025-05-11,2025-05,Hidden Gems of London,21,0,30.9,0.507,Xiaomi,Home,1,639,0.046608,0.004246,63.099,Brazil,5,May,11,2025
Youtube,IN,Asia,hi,Tech,#Recipe,Is Sushi worth the hype?,JamesShorts,licensed,Futurist pad,19,28,73449,2583,312,304,168,Android,23,Food,3,Short,24483.0,325,0.004248,0.004139,0.002287,7.923313,Thursday,Night,Regular,"kitchen, fast, recipe",82413.7,Mid,Fall,2025-05-08,2025-05,I tried making Kunafa,21,0,12.7,0.454,Other,Search,0,3367,0.035167,0.004425,45.841,India,5,May,8,2025
Youtube,SA,Asia,ar,Beauty,#Wanderlust,24 Hours in Seoul,JamesOfficial,original,Soft glam loop,19,54,20586,524,64,57,34,Android,13,Travel,5,Short,4117.2,10,0.003109,0.002769,0.001652,47.636364,Friday,Afternoon,Ramadan,"hidden gems, vlog, food tour, travel",90998.7,Mid,Spring,2025-05-09,2025-05,24 Hours in Istanbul,20,0,32.0,0.593,Huawei,Suggested,1,679,0.025454,0.000486,32.984,Saudi Arabia,5,May,9,2025
Youtube,SE,Europe,sv,Art,#FYP,Hidden Gems of Istanbul,HassanPro,trending,Indie brush,19,49,211117,8314,886,703,624,Android,13,Travel,57,Evergreen,3703.81,616,0.004197,0.00333,0.002956,13.474878,Tuesday,Afternoon,SummerBreak,"travel, hidden gems, food tour",101280.2,Mid,Summer,2025-05-06,2025-05,Hidden Gems of Seoul,20,0,35.6,0.727,Vivo,Search,0,10527,0.039381,0.002918,49.863,Sweden,5,May,6,2025
Youtube,CA,North America,en,News,#FYP,I tried making Tacos,AhmedChannel,original,Ambient pulse,19,51,20456,754,115,66,106,iOS,16,Food,7,Short,2922.29,110,0.005622,0.003226,0.005182,6.792793,Friday,Afternoon,Regular,"fast, kitchen, recipe",107955.4,Mid,Spring,2025-05-09,2025-05,Street Sushi Taste Test,23,0,30.3,0.594,Xiaomi,Search,1,1041,0.03686,0.005377,50.89,Canada,5,May,9,2025
Youtube,TR,Europe,tr,Music,#Travel,24 Hours in Tokyo,BeautyByAva,original,K-pop hook,19,46,19489,470,49,30,28,Web,17,Travel,5,Short,3897.8,66,0.002514,0.001539,0.001437,7.014925,Sunday,Evening,HolidaySeason,"hidden gems, travel, vlog, guide, food tour",75207.3,Mid,Winter,2025-05-11,2025-05,24 Hours in Cairo,17,0,22.9,0.498,Desktop,Suggested,1,577,0.024116,0.003387,29.606,Türkiye,5,May,11,2025
Youtube,CA,North America,en,Food,#Travel,24 Hours in Dubai,FitnessWithSara,original,Street vibe,19,21,419361,17867,2472,2173,1692,Android,17,Travel,6,Short,69893.5,2454,0.005895,0.005182,0.004035,7.2778,Sunday,Evening,Regular,"hidden gems, guide, vlog, travel, food tour",78488.3,Mid,Spring,2025-05-11,2025-05,24 Hours in New York,20,0,12.3,0.586,iPhone,Home,1,24204,0.042605,0.005852,57.716,Canada,5,May,11,2025
Youtube,CN,Asia,zh,Education,#Wanderlust,24 Hours in Dubai,SaraChannel,licensed,Calm piano,19,60,38724,1826,279,157,121,Android,18,Travel,5,Short,7744.8,101,0.007205,0.004054,0.003125,17.901961,Sunday,Evening,Regular,"food tour, travel, guide, vlog, hidden gems",112406.0,Mid,Spring,2025-05-11,2025-05,24 Hours in Cairo,17,0,34.3,0.572,Samsung,External,1,2383,0.047154,0.002608,61.538,China,5,May,11,2025
Youtube,CA,North America,en,Tech,#FYP,Street Food Tour in Seoul,James,licensed,Circuit synth,19,69,78624,2112,283,170,135,Web,17,Travel,19,Medium,4138.11,256,0.003599,0.002162,0.001717,8.217899,Wednesday,Evening,SummerBreak,"vlog, guide, travel, hidden gems, food tour",92280.2,Mid,Summer,2025-05-07,2025-05,Street Food Tour — London ⚽,27,1,49.1,0.712,Desktop,Search,0,2700,0.026862,0.003256,34.341,Canada,5,May,7,2025
Tiktok,JP,Asia,ja,Automotive,#Travel,Street Food Tour in Seoul,NextLabs,licensed,Highway synth,19,20,70789,6662,569,432,403,Web,20,Travel,5,Short,14157.8,285,0.008038,0.006103,0.005693,23.293706,Friday,Evening,HolidaySeason,"guide, food tour, vlog",104175.6,Mid,Winter,2025-05-09,2025-05,Hidden Gems of Paris,20,0,11.4,0.57,Desktop,ForYou,1,8066,0.094111,0.004026,113.944,Japan,5,May,9,2025
Tiktok,SA,Asia,ar,Pets,#FYP,Street Food Tour in Paris,LiamShorts,original,Purr loop,19,63,13355,887,146,71,124,iOS,0,Travel,12,Medium,1112.92,9,0.010932,0.005316,0.009285,88.7,Tuesday,Night,SummerBreak,"travel, vlog, food tour",84501.2,Mid,Summer,2025-05-06,2025-05,24 Hours in Dubai,17,0,45.9,0.729,Xiaomi,ForYou,0,1228,0.066417,0.000674,91.951,Saudi Arabia,5,May,6,2025
Tiktok,PH,Asia,tl,Tech,#HiddenGems,Street Food Tour in Cairo,DrOlivia,original,Futurist pad,19,43,34179,2519,272,186,357,Android,20,Travel,13,Medium,2629.15,83,0.007958,0.005442,0.010445,29.988095,Friday,Evening,Regular,"guide, food tour, travel, hidden gems",92393.3,Mid,Spring,2025-05-09,2025-05,24 Hours in Seoul 🎮,19,1,30.5,0.709,Oppo,ForYou,1,3334,0.0737,0.002428,97.545,Philippines,5,May,9,2025
Tiktok,MA,Africa,ar,Tech,#HiddenGems,24 Hours in Seoul,LiamPro,trending,Glitch hop,19,23,9923,542,65,56,35,Android,19,Travel,12,Medium,826.92,11,0.00655,0.005643,0.003527,45.166667,Friday,Evening,Regular,"food tour, guide, hidden gems, vlog",94693.5,Mid,Fall,2025-05-09,2025-05,Street Food Tour — Dubai ✨,26,1,12.4,0.539,Samsung,ForYou,1,698,0.054621,0.001109,70.342,Morocco,5,May,9,2025
Tiktok,PH,Asia,tl,Food,#Foodie,I tried making Ramen,MasterNoor,original,Sizzle ASMR,19,16,997262,105835,10595,8950,9945,iOS,22,Food,12,Medium,83105.17,4031,0.010624,0.008975,0.009972,26.24876,Sunday,Evening,Regular,"street food, food, kitchen, recipe",123474.6,Mid,Winter,2025-05-11,2025-05,I tried making Kunafa,21,0,9.2,0.575,iPhone,ForYou,1,135325,0.106126,0.004042,135.697,Philippines,5,May,11,2025
Tiktok,BR,South America,pt,News,#Recipe,Is Sushi worth the hype?,HassanOfficial,original,Ambient pulse,19,39,181406,9558,1114,942,611,Android,14,Food,6,Short,30234.33,211,0.006141,0.005193,0.003368,45.084906,Friday,Afternoon,SummerBreak,"fast, recipe, kitchen, food",88068.7,Mid,Summer,2025-05-09,2025-05,I tried making Sushi 🎵,22,1,31.2,0.8,iPhone,ForYou,1,12225,0.052688,0.001163,67.39,Brazil,5,May,9,2025
Tiktok,PL,Europe,pl,Travel,#Recipe,I tried making Ramen,BeautyBySara,trending,City stroll,19,19,54993,3269,239,374,204,iOS,15,Food,17,Medium,3234.88,21,0.004346,0.006801,0.00371,148.590909,Wednesday,Afternoon,Regular,"kitchen, fast, food, recipe, street food",83948.3,Mid,Winter,2025-05-07,2025-05,Street Koshari Taste Test,25,0,13.0,0.684,iPhone,ForYou,0,4086,0.059444,0.000382,74.3,Poland,5,May,7,2025
